Vehicle Class,Vehicle Make,Vehicle Model,Fuel Type,Cylinder capacity of engine (c.c.),Body Type,First Registration Vehicle Status,Permitted Gross Vehicle Weight ,Number of passenger seats ,Taxable Value (HK$),Year Of Manufacture
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,VOLKSWAGEN,TRANSPORTER GT DSG 6S,Diesel,"1,968",VAN,Brand New,3,5,"> 300,000 and <= 500,000",2018
LGV,ISUZU,NMR85H-V,Diesel,"2,999",PANTECHNICON,Others,5.2,2,"> 300,000 and <= 500,000",2018
LGV,ISUZU,NPR75KH-V,Diesel,"5,193",PANTECHNICON(TL),Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,ISUZU,NPR75HH-V,Diesel,"5,193",PANTECHNICON(TL),Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,JAC,HFC1048K,Diesel,"2,776",PANTECHNICON,Others,5.5,2,"> 150,000 and <= 300,000",2018
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,"2,199",VAN,Brand New,2.51,4,"> 150,000 and <= 300,000",2018
LGV,ISUZU,NPR75HH-V,Diesel,"5,193",PANTECHNICON(TL),Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,ISUZU,NMR85H-V,Diesel,"2,999",PANTECHNICON,Others,5.2,2,"> 300,000 and <= 500,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,ISUZU,NPR75HH-V,Diesel,"5,193",FIXED SIDE PLATFORM,Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,HYUNDAI,H-1 A/T EURO 6,Diesel,"2,497",VAN,Brand New,3.2,5,"> 150,000 and <= 300,000",2018
LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,"2,497",VAN,Brand New,3.2,5,"> 150,000 and <= 300,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,HINO,300 SERIES XZU710R-QKFQT3,Diesel,"4,009",PANTECHNICON(TL),Others,5.5,5,"> 300,000 and <= 500,000",2018
LGV,PEUGEOT,EXPERT TRAVELLER,Diesel,"1,997",VAN,Brand New,2.82,4,"> 150,000 and <= 300,000",2018
LGV,ISUZU,NPR75KH-V,Diesel,"5,193",PANTECHNICON(TL),Others,5.5,5,"> 300,000 and <= 500,000",2018
LGV,ISUZU,NPR75HH-V,Diesel,"5,193",PANTECHNICON,Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,ISUZU,NPR75KH-V,Diesel,"5,193",PANTECHNICON(TL),Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,2,"> 150,000 and <= 300,000",2018
LGV,ISUZU,NPR75KH-V,Diesel,"5,193",PANTECHNICON(TL),Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,HINO,300 SERIES XZU720R-HKFQT3,Diesel,"4,009",DROP SIDE P/FORM(TL),Others,5.5,5,"> 300,000 and <= 500,000",2018
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,"2,199",VAN,Brand New,2.51,4,"> 150,000 and <= 300,000",2018
LGV,PEUGEOT,EXPERT TRAVELLER,Diesel,"1,997",VAN,Brand New,2.82,4,"> 150,000 and <= 300,000",2018
LGV,PEUGEOT,EXPERT TRAVELLER,Diesel,"1,997",VAN,Brand New,2.82,4,"> 150,000 and <= 300,000",2018
LGV,ISUZU,NPR75KH-V,Diesel,"5,193",PANTECHNICON(TL),Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,HINO,300 SERIES XZU710R-QKFQT3,Diesel,"4,009",DROP SIDE PLATFORM,Others,5.5,5,"> 300,000 and <= 500,000",2017
LGV,JAC,HFC1048K,Diesel,"2,776",PANTECHNICON(TL),Others,5.5,2,"> 150,000 and <= 300,000",2018
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,"2,199",VAN,Brand New,2.51,4,"> 150,000 and <= 300,000",2018
LGV,FORD,TRANSIT 2.0 AT LW,Diesel,"1,995",VAN,Brand New,3.37,5,"> 150,000 and <= 300,000",2017
LGV,ISUZU,NPR75HH-V,Diesel,"5,193",PANTECHNICON(TL),Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,HYUNDAI,H-1 A/T EURO 6,Diesel,"2,497",VAN,Brand New,3.2,5,"> 150,000 and <= 300,000",2018
LGV,KIA,SORENTO PE 2.2 CRDI X AWD,Diesel,"2,199",VAN,Brand New,2.51,4,"> 150,000 and <= 300,000",2018
LGV,FORD,TRANSIT 2.0 AT LW B,Diesel,"1,995",VAN,Brand New,3.37,5,"> 150,000 and <= 300,000",2017
LGV,SSANGYONG,STAVIC,Diesel,"2,157",VAN,Brand New,2.82,4,"> 150,000 and <= 300,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,ISUZU,NPR75KH-V,Diesel,"5,193",PANTECHNICON(TL),Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,HYUNDAI,H-1 A/T EURO 6,Diesel,"2,497",VAN,Brand New,3.2,5,"> 150,000 and <= 300,000",2017
LGV,PEUGEOT,EXPERT TRAVELLER,Diesel,"1,997",VAN,Brand New,2.88,5,"> 150,000 and <= 300,000",2018
LGV,HYUNDAI,HD65,Diesel,"3,933",PANTECHNICON,Brand New,5.5,2,"> 300,000 and <= 500,000",2018
LGV,HINO,300 SERIES XZU710R-QKFQT3,Diesel,"4,009",PANTECHNICON(TL),Others,5.5,5,"> 300,000 and <= 500,000",2018
LGV,MITSUBISHI FUSO,FEC71ER4SDAH,Diesel,"2,998",PANTECHNICON(TL),Others,5.5,2,"> 300,000 and <= 500,000",2016
LGV,JAC,HFC1048K,Diesel,"2,776",PANTECHNICON(TL),Others,5.5,2,"> 150,000 and <= 300,000",2018
LGV,FORD,TRANSIT 2.0 AT LW,Diesel,"1,995",VAN,Brand New,3.37,5,"> 150,000 and <= 300,000",2017
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,2,"> 150,000 and <= 300,000",2018
LGV,NISSAN,E-NV200 HALF PANEL VAN (LGV),Electric,-,Van (EX),Brand New,2.25,4,"> 300,000 and <= 500,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,ISUZU,NPR75KH-V,Diesel,"5,193",PANTECHNICON(TL),Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,JAC,HFC1048K,Diesel,"2,776",PANTECHNICON,Others,5.5,2,"> 150,000 and <= 300,000",2018
LGV,ISUZU,NPR75KH-V,Diesel,"5,193",PANTECHNICON(TL),Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,HYUNDAI,HD65,Diesel,"3,933",PANTECHNICON,Others,5.5,2,"> 150,000 and <= 300,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,JAC,HFC1048K,Diesel,"2,776",PANTECHNICON,Others,5.5,2,"> 150,000 and <= 300,000",2018
LGV,HYUNDAI,HD65,Diesel,"3,933",PANTECHNICON,Others,5.5,2,"> 150,000 and <= 300,000",2018
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,"2,199",VAN,Brand New,2.51,4,"> 150,000 and <= 300,000",2018
LGV,ISUZU,NPR75HH-V,Diesel,"5,193",PANTECHNICON(TL),Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,"2,199",VAN,Brand New,2.51,4,"> 150,000 and <= 300,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 300,000 and <= 500,000",2018
LGV,ISUZU,NPR75KH-V,Diesel,"5,193",PANTECHNICON(TL),Others,5.5,5,"> 300,000 and <= 500,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 300,000 and <= 500,000",2018
LGV,ISUZU,NPR75KH-V,Diesel,"5,193",PANTECHNICON(TL),Others,5.5,5,"> 300,000 and <= 500,000",2018
LGV,ISUZU,NPR75KH-V,Diesel,"5,193",DROP SIDE P/FORM(TL),Others,5.5,5,"> 300,000 and <= 500,000",2018
LGV,JAC,HFC1048K,Diesel,"2,776",PANTECHNICON(TL),Others,5.5,2,"> 150,000 and <= 300,000",2018
LGV,KIA,K2500,Diesel,"2,497",PANTECHNICON,Others,3.24,2,"> 150,000 and <= 300,000",2016
LGV,HINO,300 SERIES XZU720R-HKTQS3,Diesel,"4,009",DROP SIDE PLATFORM,Others,5.5,5,"> 300,000 and <= 500,000",2018
LGV,JAC,HFC1048K,Diesel,"2,776",PANTECHNICON,Others,5.5,2,"> 150,000 and <= 300,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,SSANGYONG,STAVIC,Diesel,"2,157",VAN,Brand New,2.82,4,"> 150,000 and <= 300,000",2018
LGV,HINO,300 SERIES XZU710R-QKFQT3,Diesel,"4,009",PANTECHNICON(TL),Others,5.5,5,"> 300,000 and <= 500,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,ISUZU,NPR75KH-V,Diesel,"5,193",PANTECHNICON(TL),Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,VOLKSWAGEN,NEW CADDY MAXI,Diesel,"1,968",VAN,Brand New,2.28,4,"> 150,000 and <= 300,000",2018
LGV,ISUZU,NPR75HH-V,Diesel,"5,193",PANTECHNICON(TL),Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,HYUNDAI,H-1 M/T EURO 6,Diesel,"2,497",VAN,Brand New,3.2,5,"> 150,000 and <= 300,000",2017
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,"2,497",VAN,Brand New,3.2,5,"> 150,000 and <= 300,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,ISUZU,NPR75HH-V,Diesel,"5,193",LORRY CRANE,Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,"2,497",VAN,Brand New,3.2,5,"> 150,000 and <= 300,000",2018
LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,"2,497",VAN,Brand New,3.2,5,"> 150,000 and <= 300,000",2018
LGV,ISUZU,NPR75HH-V,Diesel,"5,193",PANTECHNICON,Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,HINO,300 SERIES XZU710R-QKFQT3,Diesel,"4,009",DROP SIDE PLATFORM,Others,5.5,5,"> 300,000 and <= 500,000",2018
LGV,ISUZU,NPR75HH-V,Diesel,"5,193",PANTECHNICON(TL),Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,"2,497",VAN,Brand New,3.2,5,"> 150,000 and <= 300,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,ISUZU,NPR75HH-V,Diesel,"5,193",PANTECHNICON,Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,HYUNDAI,HD65,Diesel,"3,933",PANTECHNICON,Brand New,5.5,2,"> 300,000 and <= 500,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,"2,497",VAN,Brand New,3.2,5,"> 150,000 and <= 300,000",2018
LGV,ISUZU,NPR75KH-V,Diesel,"5,193",PANTECHNICON(TL),Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,ISUZU,NPR75HH-V,Diesel,"5,193",PANTECHNICON,Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,ISUZU,NPR75HH-V,Diesel,"5,193",PANTECHNICON(TL),Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,"2,497",VAN,Brand New,3.2,5,"> 150,000 and <= 300,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,HYUNDAI,HD65,Diesel,"3,933",PANTECHNICON(TL),Brand New,5.5,2,"> 150,000 and <= 300,000",2016
LGV,ISUZU,NPR75HH-V,Diesel,"5,193",PANTECHNICON(TL),Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,ISUZU,NMR85H-V,Diesel,"2,999",PANTECHNICON,Others,5.2,2,"> 300,000 and <= 500,000",2018
LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,"2,497",VAN,Brand New,3.2,5,"> 150,000 and <= 300,000",2018
LGV,MITSUBISHI FUSO,FEC71GR4SDAH,Diesel,"2,998",PANTECHNICON(TL),Others,5.5,2,"> 300,000 and <= 500,000",2017
LGV,KIA,SORENTO PE 2.2 CRDI X AWD,Diesel,"2,199",VAN,Brand New,2.51,4,"> 150,000 and <= 300,000",2018
LGV,HINO,300 SERIES XZU710R-QKFQT3,Diesel,"4,009",PANTECHNICON(TL),Others,5.5,5,"> 300,000 and <= 500,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,ISUZU,NPR75HH-V,Diesel,"5,193",PANTECHNICON(TL),Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,ISUZU,NPR75KH-V,Diesel,"5,193",PANTECHNICON(TL),Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,ISUZU,NMR85H-V,Diesel,"2,999",PANTECHNICON,Others,5.2,2,"> 300,000 and <= 500,000",2018
LGV,HINO,300 SERIES XZU710R-QKFQT3,Diesel,"4,009",DROP SIDE PLATFORM,Others,5.5,5,"> 300,000 and <= 500,000",2018
LGV,HINO,300 SERIES XZU700R-HKFQT3,Diesel,"4,009",RECOVERY LORRY,Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,ISUZU,NPR75HHE-V,Diesel,"5,193",PANTECHNICON(TL),Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,ISUZU,NPR75KH-V,Diesel,"5,193",PANTECHNICON(TL),Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,"2,497",VAN,Brand New,3.2,5,"> 150,000 and <= 300,000",2018
LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,"2,497",VAN,Brand New,3.2,5,"> 150,000 and <= 300,000",2018
LGV,HINO,300 SERIES XZU710R-HKTQS3,Diesel,"4,009",PANTECHNICON(TL),Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,ISUZU,NPR75KJW-V,Diesel,"5,193",DROP SIDE PLATFORM,Others,5.5,5,"> 300,000 and <= 500,000",2018
LGV,ISUZU,NPR75KH-V,Diesel,"5,193",PANTECHNICON(TL),Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,VOLKSWAGEN,NEW CADDY MAXI,Diesel,"1,968",VAN,Brand New,2.28,4,"> 150,000 and <= 300,000",2018
LGV,ISUZU,NMR85H-V,Diesel,"2,999",PANTECHNICON,Others,5.2,2,"> 300,000 and <= 500,000",2018
LGV,ISUZU,NPR75KJW-V,Diesel,"5,193",FIX SIDE P/FORM(TL),Others,5.5,5,"> 300,000 and <= 500,000",2018
LGV,ISUZU,NPR75HH-V,Diesel,"5,193",FIXED SIDE PLATFORM,Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,ISUZU,NPR75KH-V,Diesel,"5,193",PANTECHNICON(TL),Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,ISUZU,NPR75HH-V,Diesel,"5,193",FIXED SIDE PLATFORM,Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,ISUZU,NPR75KH-V,Diesel,"5,193",PANTECHNICON(TL),Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,ISUZU,NPR75HH-V,Diesel,"5,193",PANTECHNICON,Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,HINO,300 SERIES XZU605M-TPMQC3,Diesel,"4,009",TIPPER,Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,"2,497",VAN,Brand New,3.2,5,"> 150,000 and <= 300,000",2018
LGV,ISUZU,NPR75HH-V,Diesel,"5,193",DROP SIDE PLATFORM,Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,"2,199",VAN,Brand New,2.51,4,"> 150,000 and <= 300,000",2018
LGV,ISUZU,NPR75HH-V,Diesel,"5,193",DROP SIDE PLATFORM,Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,PEUGEOT,EXPERT TRAVELLER,Diesel,"1,997",VAN,Brand New,2.88,5,"> 150,000 and <= 300,000",2018
LGV,HINO,300 SERIES XZU700R-HKFQT3,Diesel,"4,009",TIPPER,Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,ISUZU,NPR75KH-V,Diesel,"5,193",PANTECHNICON,Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,ISUZU,NPR75KH-V,Diesel,"5,193",PANTECHNICON,Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,VOLKSWAGEN,TRANSPORTER GT DSG 6S,Diesel,"1,968",VAN,Brand New,3,5,"> 300,000 and <= 500,000",2018
LGV,FORD,TRANSIT 2.0 AT LW B,Diesel,"1,995",VAN,Brand New,3.37,2,"> 150,000 and <= 300,000",2017
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,HINO,300 SERIES HYBRID XKU720R-HKUQS3,Diesel,"4,009",PANTECHNICON(TL),Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,ISUZU,NPR75HH-V,Diesel,"5,193",FIXED SIDE PLATFORM,Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,ISUZU,NPR75HH-V,Diesel,"5,193",PANTECHNICON(TL),Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,HYUNDAI,H-1 VIP,Diesel,"2,497",VAN,Brand New,3.07,4,"> 150,000 and <= 300,000",2017
LGV,HINO,300 SERIES XZU710R-QKFQT3,Diesel,"4,009",PANTECHNICON(TL),Others,5.5,5,"> 300,000 and <= 500,000",2018
LGV,ISUZU,NPR75HH-VI,Diesel,"5,193",FIXED SIDE PLATFORM,Others,5.5,2,"> 300,000 and <= 500,000",2016
LGV,HYUNDAI,HD65,Diesel,"3,933",PANTECHNICON,Brand New,5.5,2,"> 300,000 and <= 500,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,MITSUBISHI FUSO,FEA51CR1SDAC,Diesel,"2,998",FIXED SIDE PLATFORM,Others,5.3,2,"> 150,000 and <= 300,000",2017
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,HINO,300 SERIES XZU710R-QKFQT3,Diesel,"4,009",RECOVERY LORRY,Others,5.5,5,"> 300,000 and <= 500,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,HYUNDAI,H-1 A/T EURO 6,Diesel,"2,497",VAN,Brand New,3.2,5,"> 150,000 and <= 300,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,HYUNDAI,H-1 A/T EURO 6,Diesel,"2,497",VAN,Brand New,3.2,5,"> 150,000 and <= 300,000",2018
LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,"2,497",VAN,Brand New,3.2,5,"> 150,000 and <= 300,000",2018
LGV,HINO,300 SERIES XZU710R-QKFQT3,Diesel,"4,009",PANTECHNICON(TL),Others,5.5,5,"> 300,000 and <= 500,000",2018
LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,"2,497",VAN,Brand New,3.2,5,"> 150,000 and <= 300,000",2018
LGV,ISUZU,NPR75HH-V,Diesel,"5,193",PANTECHNICON,Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,ISUZU,NPR75HJW-V,Diesel,"5,193",HEARSE,Others,5.5,5,"> 300,000 and <= 500,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,ISUZU,NPR75HH-V,Diesel,"5,193",FIXED SIDE PLATFORM,Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,"2,497",VAN,Brand New,3.2,5,"> 150,000 and <= 300,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,KIA,K2500,Diesel,"2,497",PANTECHNICON(TL),Others,3.24,2,"> 150,000 and <= 300,000",2018
LGV,JAC,HFC1048K,Diesel,"2,776",PANTECHNICON,Others,5.5,2,"> 150,000 and <= 300,000",2018
LGV,JAC,HFC1048K,Diesel,"2,776",PANTECHNICON,Others,5.5,2,"> 150,000 and <= 300,000",2018
LGV,ISUZU,NPR75HH-V,Diesel,"5,193",PANTECHNICON,Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,HINO,300 SERIES XZU605M-TPMQC3,Diesel,"4,009",PANTECHNICON,Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,ISUZU,NMR85E-V,Diesel,"2,999",TIPPER,Others,5.2,2,"> 150,000 and <= 300,000",2018
LGV,ISUZU,NPR75HH-V,Diesel,"5,193",PANTECHNICON,Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,JAC,HFC1048K,Diesel,"2,776",PANTECHNICON,Others,5.5,2,"> 150,000 and <= 300,000",2018
LGV,KIA,K2500,Diesel,"2,497",PANTECHNICON,Others,3.24,2,"> 150,000 and <= 300,000",2017
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,ISUZU,NPR75KH-V,Diesel,"5,193",PANTECHNICON(TL),Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,ISUZU,NPR75HH-V,Diesel,"5,193",DROP SIDE P/FORM(TL),Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,ISUZU,NPR75KH-V,Diesel,"5,193",PANTECHNICON(TL),Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,ISUZU,NPR75KH-V,Diesel,"5,193",PANTECHNICON(TL),Others,5.5,2,"> 300,000 and <= 500,000",2018
LGV,TOYOTA,HIACE DIESEL LWB,Diesel,"2,755",VAN,Brand New,2.8,5,"> 150,000 and <= 300,000",2018
LGV,JAC,HFC1048K,Diesel,"2,776",PANTECHNICON(TL),Others,5.5,2,"> 150,000 and <= 300,000",2018
